isin,er_mean,er_sd,er_p05,er_p50,er_p95,prob_pos
DE000A2GS609,0.7081659297647093,0.35572791580108,0.1991397380933406,0.67077877504345,1.3473452295096895,0.9914375
IT0005438046,0.2181576498999499,0.2256987112734622,-0.10862535664389385,0.19594458147629296,0.614708230696851,0.8555
GB00BBHXD542,1.0045806608429544,0.4718249761309285,0.3372114920741346,0.9547642543877323,1.83892782289251,0.9956875
US4432011082,0.1408566665644598,0.10528126549224313,-0.024684240920046643,0.1366326082632548,0.32026272565902825,0.9205
PLWRTPL00027,0.4186600233981278,0.32110847749928667,-0.029043086836710627,0.3872036804538663,0.9764375490556779,0.9363125
FR0010331421,0.8260065625806797,0.8029676083443944,-0.13499733599824024,0.6713613380133636,2.2775464889103763,0.9071875
US8425871071,0.012995626290557873,0.09335292088201,-0.1306317688586032,0.009228604134333532,0.17062624142968813,0.5444375
CH0371153492,0.47436643895297986,0.30716792835354567,0.04001659378438555,0.4410309029748405,1.0143998973408188,0.9646875
IT0005203424,0.09099369753697792,0.2916954574328617,-0.3009294459353711,0.053539013360582415,0.605595126785273,0.58525
US3695501086,0.007292723391071721,0.08952002224904079,-0.1319317373705641,0.0031775612385003603,0.1621084625053142,0.5134375
BSP736841136,0.369339831307935,0.26547322121219125,-0.02025765758236292,0.3425165071228272,0.8408572028787028,0.939625
US0530151036,0.0047817624782610585,0.12938650380854974,-0.16709333091464373,-0.001806436500138606,0.1924277969157597,0.4928125
US5719032022,0.07948926654135564,0.09382089826321237,-0.0677733278286425,0.07635072067285668,0.24053212640542465,0.8144375
US1844961078,0.17429629747076028,0.1273646260218278,-0.017651796876748675,0.16618587065363122,0.3951997260579971,0.932875
FR0014004362,0.3721368004876568,0.38417481195258907,-0.14041366927387608,0.31757898276677765,1.0653489560973686,0.866
US5486611073,0.34121564194909815,0.09849822433468379,0.18580395814042774,0.33749048534615156,0.5080812159324913,0.99975
US7843051043,0.1733720370546261,0.17819466707071469,-0.09150595738537695,0.15961722382984447,0.4886235831323133,0.85125
US92537N1081,0.4187863486567026,0.12404185536375487,0.2241656636750967,0.41327781238779937,0.6331459900692058,0.9994375
ES0169501022,0.4773322628326252,0.21978063026657715,0.14956832968671752,0.46123130359204434,0.861062650827936,0.990875
FR0012596468,1.1295041315111052,1.4266094007055814,0.02590866923817304,0.958556118365881,2.728772711386648,0.955375
IE00BTN1Y115,0.23889421684617698,0.10907011781793786,0.07024538645050758,0.2335367152984954,0.42493083099631745,0.988875
CH0003541510,0.12393676824425323,0.288489580651674,-0.28085779194283195,0.09215173833433211,0.6372241578063935,0.6455625
ES0105548004,0.5402032904277765,0.42985367523741963,-0.04390979251234304,0.4824816997725101,1.3080020241309387,0.9326875
US81762P1021,0.40829382903113653,0.11383277980743997,0.24698629535944752,0.4041199678938583,0.5788798302174383,1.0
LU1778762911,0.3792737527237817,0.0992545213907461,0.22432024138009554,0.37493054470986714,0.5475712555088084,0.9996875
US0901681058,0.14058773804817645,0.1922081345805146,-0.14554889879824934,0.12445668286233008,0.4804672951912848,0.7763125
