Name,Currency,Issuer,ISIN,Sector,Maturity,S&P Rating,Coupon,Coupon frequency,YTM (Ask),Ask,Minimum size,Country of issue,Amount issued,Increment size,Subordinated,EU Tax,W/Tax,Accrued days,Accrued interest
ITALY 2.4% 15.03.2029,EUR,Italian Republic,IT0005689960,Sovereign,2029-03-15,NaN,2.400,Semi-Annual,2.925,98.459,1000,Italy,13900000000,1000,No,Yes,Yes,52.000,0.339
ITALY 2.875% 17.10.2029,USD,Italian Republic,US465410BY32,Sovereign,2029-10-17,NaN,2.880,Semi-Annual,4.241,95.529,200000,Italy,2000000000,1000,No,Yes,No,18.000,0.144
ITALY 3.85% 01.02.2035,EUR,Italian Republic,IT0005607970,Sovereign,2035-01-02,NaN,3.850,Semi-Annual,3.738,100.739,1000,Italy,20900000000,1000,No,Yes,Yes,94.000,1.000
ITALY 4% 30.04.2035,EUR,Italian Republic,IT0005508590,Sovereign,2035-04-30,NaN,4.000,Semi-Annual,3.730,101.965,1000,Italy,14530000000,1000,No,Yes,Yes,6.000,0.066
ITALY 1.65% 01.03.2032,EUR,Italian Republic,IT0005094088,Sovereign,2032-01-03,NaN,1.650,Semi-Annual,3.345,90.946,1000,Italy,27451727000,1000,No,Yes,Yes,66.000,0.296
ITALY 2.55% 25.02.2027,EUR,Italian Republic,IT0005633794,Sovereign,2027-02-25,NaN,2.550,Semi-Annual,2.556,99.897,1000,Italy,17150000000,1000,No,Yes,Yes,70.000,0.493
ITALY 3.25% 15.07.2032,EUR,Italian Republic,IT0005647265,Sovereign,2032-07-15,NaN,3.250,Semi-Annual,3.418,99.005,1000,Italy,20117355000,1000,No,Yes,Yes,111.000,0.997
ITALY 0% 14.07.2026,EUR,Italian Republic,IT0005704454,Sovereign,2026-07-14,NaN,0.000,NaN,2.064,99.601,1000,Italy,5049605000,1000,No,Yes,Yes,22.000,0.000
ITALY 3.25% 15.11.2032,EUR,Italian Republic,IT0005668220,Sovereign,2032-11-15,NaN,3.250,Semi-Annual,3.465,98.688,1000,Italy,18700000000,1000,No,Yes,Yes,172.000,1.544
ITALY 3.5% 01.03.2030,EUR,Italian Republic,IT0005024234,Sovereign,2030-01-03,NaN,3.500,Semi-Annual,3.056,101.516,1000,Italy,30206449000,1000,No,Yes,Yes,66.000,0.628
ITALY 3.15% 15.11.2031,EUR,Italian Republic,IT0005619546,Sovereign,2031-11-15,NaN,3.150,Semi-Annual,3.315,99.091,1000,Italy,21100000000,1000,No,Yes,Yes,172.000,1.497
ITALY 2.35% 15.01.2029,EUR,Italian Republic,IT0005660052,Sovereign,2029-01-15,NaN,2.350,Semi-Annual,2.920,98.462,1000,Italy,16470000000,1000,No,Yes,Yes,111.000,0.721
ITALY 0.25% 15.03.2028,EUR,Italian Republic,IT0005433690,Sovereign,2028-03-15,NaN,0.250,Semi-Annual,2.784,95.360,1000,Italy,18704378000,1000,No,Yes,Yes,52.000,0.035
ITALY 0% 12.02.2027,EUR,Italian Republic,IT0005695256,Sovereign,2027-12-02,NaN,0.000,NaN,2.484,98.050,1000,Italy,9350000000,1000,No,Yes,Yes,82.000,0.000
ITALY 0% 31.07.2026,EUR,Italian Republic,IT0005692485,Sovereign,2026-07-31,NaN,0.000,NaN,2.093,99.499,1000,Italy,10800280000,1000,No,Yes,Yes,96.000,0.000
ITALY 3.45% 15.07.2031,EUR,Italian Republic,IT0005595803,Sovereign,2031-07-15,NaN,3.450,Semi-Annual,3.274,100.756,1000,Italy,19200000000,1000,No,Yes,Yes,111.000,1.058
ITALY 4.35% 01.11.2033,EUR,Italian Republic,IT0005544082,Sovereign,2033-01-11,NaN,4.350,Semi-Annual,3.593,104.886,1000,Italy,21200000000,1000,No,Yes,Yes,5.000,0.059
ITALY 5.75% 01.02.2033,EUR,Italian Republic,IT0003256820,Sovereign,2033-01-02,NR,5.750,Semi-Annual,3.482,113.465,1000,Italy,26261000000,1000,No,Yes,Yes,94.000,1.493
ITALY 2.7% 15.10.2027,EUR,Italian Republic,IT0005622128,Sovereign,2027-10-15,NaN,2.700,Semi-Annual,2.787,99.792,1000,Italy,15400000000,1000,No,Yes,Yes,21.000,0.155
ITALY 2.2% 01.06.2027,EUR,Italian Republic,IT0005240830,Sovereign,2027-01-06,NaN,2.200,Semi-Annual,2.634,99.461,1000,Italy,19869551000,1000,No,Yes,Yes,156.000,0.943
ITALY 4% 15.11.2030,EUR,Italian Republic,IT0005561888,Sovereign,2030-11-15,NaN,4.000,Semi-Annual,3.102,103.682,1000,Italy,17422664000,1000,No,Yes,Yes,172.000,1.901
ITALY 0.5% 15.07.2028,EUR,Italian Republic,IT0005445306,Sovereign,2028-07-15,NaN,0.500,Semi-Annual,2.818,95.014,1000,Italy,15743896000,1000,No,Yes,Yes,111.000,0.153
ITALY 2.95% 01.07.2030,EUR,Italian Republic,IT0005637399,Sovereign,2030-01-07,NaN,2.950,Semi-Annual,3.140,99.189,1000,Italy,18075000000,1000,No,Yes,Yes,125.000,1.019
ITALY 0% 14.07.2026,EUR,Italian Republic,IT0005660029,Sovereign,2026-07-14,NaN,0.000,NaN,2.051,99.600,1000,Italy,7500000000,1000,No,Yes,Yes,296.000,0.000
ITALY 0% 29.05.2026,EUR,Italian Republic,IT0005680639,Sovereign,2026-05-29,NaN,0.000,NaN,1.986,99.874,1000,Italy,9520000000,1000,No,Yes,Yes,159.000,0.000
ITALY 4.1% 01.02.2029,EUR,Italian Republic,IT0005566408,Sovereign,2029-01-02,NaN,4.100,Semi-Annual,2.937,102.958,1000,Italy,17601644000,1000,No,Yes,Yes,94.000,1.065
ITALY 3% 01.08.2029,EUR,Italian Republic,IT0005365165,Sovereign,2029-01-08,NaN,3.000,Semi-Annual,2.963,100.044,1000,Italy,23966500000,1000,No,Yes,Yes,94.000,0.779
ITALY 4.2% 01.03.2034,EUR,Italian Republic,IT0005560948,Sovereign,2034-01-03,NaN,4.200,Semi-Annual,3.635,103.548,1000,Italy,20173518000,1000,No,Yes,Yes,66.000,0.753
ITALY 0.6% 01.08.2031,EUR,Italian Republic,IT0005436693,Sovereign,2031-01-08,NaN,0.600,Semi-Annual,3.262,87.207,1000,Italy,21300000000,1000,No,Yes,Yes,94.000,0.156
ITALY 1.862% 02.02.2028,EUR,Italian Republic,XS1180157544,Sovereign,2028-02-02,NaN,1.860,Annual,3.058,97.876,500000,Italy,1000000000,500000,No,Yes,No,93.000,0.474
ITALY 3.85% 15.09.2026,EUR,Italian Republic,IT0005556011,Sovereign,2026-09-15,NaN,3.850,Semi-Annual,2.289,100.505,1000,Italy,15509000000,1000,No,Yes,Yes,52.000,0.544
ITALY 0% 14.12.2026,EUR,Italian Republic,IT0005684888,Sovereign,2026-12-14,NaN,0.000,NaN,2.388,98.526,1000,Italy,9900000000,1000,No,Yes,Yes,143.000,0.000
ITALY 0.95% 01.08.2030,EUR,Italian Republic,IT0005403396,Sovereign,2030-01-08,NaN,0.950,Semi-Annual,3.107,91.364,1000,Italy,18895169000,1000,No,Yes,Yes,94.000,0.247
ITALY 0% 14.09.2026,EUR,Italian Republic,IT0005669269,Sovereign,2026-09-14,NaN,0.000,NaN,2.203,99.195,1000,Italy,9000000000,1000,No,Yes,Yes,234.000,0.000
ITALY 3.85% 15.12.2029,EUR,Italian Republic,IT0005519787,Sovereign,2029-12-15,NaN,3.850,Semi-Annual,3.054,102.602,1000,Italy,23346000000,1000,No,Yes,Yes,142.000,1.502
ITALY 2.8% 15.06.2029,EUR,Italian Republic,IT0005495731,Sovereign,2029-06-15,NaN,2.800,Semi-Annual,2.974,99.419,1000,Italy,16800000000,1000,No,Yes,Yes,142.000,1.092
ITALY 0.95% 15.09.2027,EUR,Italian Republic,IT0005416570,Sovereign,2027-09-15,NaN,0.950,Semi-Annual,2.713,97.581,1000,Italy,21907356000,1000,No,Yes,Yes,52.000,0.134
ITALY 0% 01.08.2026,EUR,Italian Republic,IT0005454241,Sovereign,2026-01-08,NaN,0.000,Semi-Annual,2.077,99.475,1000,Italy,16591235000,1000,No,Yes,Yes,94.000,0.000
ITALY 2.1% 26.08.2027,EUR,Italian Republic,IT0005657330,Sovereign,2027-08-26,NaN,2.100,Semi-Annual,2.753,99.085,1000,Italy,16876496000,1000,No,Yes,Yes,69.000,0.400
ITALY 0.95% 01.06.2032,EUR,Italian Republic,IT0005466013,Sovereign,2032-01-06,NaN,0.950,Semi-Annual,3.377,86.717,1000,Italy,22600000000,1000,No,Yes,Yes,156.000,0.407
ITALY 3% 01.10.2029,EUR,Italian Republic,IT0005611055,Sovereign,2029-01-10,NaN,3.000,Semi-Annual,3.026,99.832,1000,Italy,17400000000,1000,No,Yes,Yes,35.000,0.287
ITALY 2.192% 02.02.2032,EUR,Italian Republic,XS1180459395,Sovereign,2032-02-02,NaN,2.190,Annual,3.780,91.518,500000,Italy,500000000,500000,No,Yes,No,93.000,0.558
ITALY 1.771% 05.03.2029,EUR,Italian Republic,XS1199014306,Sovereign,2029-05-03,NaN,1.770,Annual,3.055,96.411,500000,Italy,500000000,500000,No,Yes,No,62.000,0.301
ITALY 3.85% 01.07.2034,EUR,Italian Republic,IT0005584856,Sovereign,2034-01-07,NaN,3.850,Semi-Annual,3.676,101.109,1000,Italy,19521883000,1000,No,Yes,Yes,125.000,1.329
ITALY 2.127% 22.05.2027,EUR,Italian Republic,XS1236858657,Sovereign,2027-05-22,NaN,2.130,Semi-Annual,2.863,99.150,500000,Italy,700000000,500000,No,Yes,No,165.000,0.970
ITALY 2.85% 01.02.2031,EUR,Italian Republic,IT0005671273,Sovereign,2031-01-02,NaN,2.850,Semi-Annual,3.132,98.660,1000,Italy,20600000000,1000,No,Yes,Yes,94.000,0.740
ITALY 3.7% 15.06.2030,EUR,Italian Republic,IT0005542797,Sovereign,2030-06-15,NaN,3.700,Semi-Annual,3.138,102.056,1000,Italy,16318312000,1000,No,Yes,Yes,142.000,1.443
ITALY 3.45% 01.02.2036,EUR,Italian Republic,IT0005676504,Sovereign,2036-01-02,NaN,3.450,Semi-Annual,3.757,97.457,1000,Italy,20327369000,1000,No,Yes,Yes,94.000,0.896
ITALY 2.7% 01.10.2030,EUR,Italian Republic,IT0005654642,Sovereign,2030-01-10,NaN,2.700,Semi-Annual,3.163,98.024,1000,Italy,19450000000,1000,No,Yes,Yes,35.000,0.258
ITALY 0% 12.06.2026,EUR,Italian Republic,IT0005655037,Sovereign,2026-12-06,NaN,0.000,NaN,2.026,99.802,1000,Italy,9350000000,1000,No,Yes,Yes,327.000,0.000
ITALY 4.75% 01.09.2028,EUR,Italian Republic,IT0004889033,Sovereign,2028-01-09,NaN,4.750,Semi-Annual,2.878,104.167,1000,Italy,26576154000,1000,No,Yes,Yes,66.000,0.852
ITALY 3.45% 15.07.2027,EUR,Italian Republic,IT0005599904,Sovereign,2027-07-15,NaN,3.450,Semi-Annual,2.715,100.773,1000,Italy,14121391000,1000,No,Yes,Yes,111.000,1.058
ITALY 2.05% 01.08.2027,EUR,Italian Republic,IT0005274805,Sovereign,2027-01-08,NaN,2.050,Semi-Annual,2.686,99.143,1000,Italy,19362628000,1000,No,Yes,Yes,94.000,0.532
ITALY 3.65% 01.08.2035,EUR,Italian Republic,IT0005631590,Sovereign,2035-01-08,NaN,3.650,Semi-Annual,3.790,98.830,1000,Italy,21372835000,1000,No,Yes,Yes,94.000,0.948
ITALY 2.5% 01.12.2032,EUR,Italian Republic,IT0005494239,Sovereign,2032-01-12,NaN,2.500,Semi-Annual,3.424,94.470,1000,Italy,23188000000,1000,No,Yes,Yes,156.000,1.071
ITALY 1.666% 06.05.2028,EUR,Italian Republic,XS1227831382,Sovereign,2028-06-05,NaN,1.670,Annual,3.091,97.205,500000,Italy,500000000,500000,No,Yes,No,NaN,0.000
ITALY 6.5% 01.11.2027,EUR,Italian Republic,IT0001174611,Sovereign,2027-01-11,NR,6.500,Semi-Annual,2.762,105.318,1000,Italy,27763132147,1000,No,Yes,Yes,5.000,0.088
ITALY 5.2% 31.07.2034,EUR,Italian Republic,IT0003685093,Sovereign,2034-07-31,NR,5.200,Annual,4.018,107.092,1000,Italy,2200000000,1000,No,Yes,No,279.000,3.975
ITALY 1.25% 01.12.2026,EUR,Italian Republic,IT0005210650,Sovereign,2026-01-12,NaN,1.250,Semi-Annual,2.308,99.354,1000,Italy,19776843000,1000,No,Yes,Yes,156.000,0.536
ITALY 1.913% 18.05.2029,EUR,Italian Republic,XS1413812881,Sovereign,2029-05-18,NaN,1.910,Annual,3.289,95.999,500000,Italy,800000000,500000,No,Yes,No,353.000,1.850
ITALY 2.1% 15.07.2026,EUR,Italian Republic,IT0005370306,Sovereign,2026-07-15,NaN,2.100,Semi-Annual,2.156,99.979,1000,Italy,17225321000,1000,No,Yes,Yes,111.000,0.644
ITALY 0% 14.10.2026,EUR,Italian Republic,IT0005674335,Sovereign,2026-10-14,NaN,0.000,NaN,2.336,98.951,1000,Italy,9900000000,1000,No,Yes,Yes,204.000,0.000
ITALY 0% 14.01.2027,EUR,Italian Republic,IT0005689887,Sovereign,2027-01-14,NaN,0.000,NaN,2.441,98.280,1000,Italy,8800000000,1000,No,Yes,Yes,112.000,0.000
ITALY 4.4% 01.05.2033,EUR,Italian Republic,IT0005518128,Sovereign,2033-01-05,NaN,4.400,Semi-Annual,3.512,105.384,1000,Italy,21350000000,1000,No,Yes,Yes,5.000,0.060
ITALY 1.35% 01.04.2030,EUR,Italian Republic,IT0005383309,Sovereign,2030-01-04,NaN,1.350,Semi-Annual,3.068,93.657,1000,Italy,25258941000,1000,No,Yes,Yes,35.000,0.129
ITALY 3.8% 01.08.2028,EUR,Italian Republic,IT0005548315,Sovereign,2028-01-08,NaN,3.800,Semi-Annual,2.868,101.913,1000,Italy,17606000000,1000,No,Yes,Yes,94.000,0.987
ITALY 5.375% 15.06.2033,USD,Italian Republic,US465410BG26,Sovereign,2033-06-15,NR,5.380,Semi-Annual,4.543,105.019,1000,Italy,2000000000,1000,No,Yes,No,140.000,2.090
ITALY 3.3% 15.06.2033,EUR,Italian Republic,IT0005704868,Sovereign,2033-06-15,NaN,3.300,Semi-Annual,3.528,98.450,1000,Italy,3750000000,1000,No,Yes,Yes,21.000,0.190
ITALY 0.45% 15.02.2029,EUR,Italian Republic,IT0005467482,Sovereign,2029-02-15,NaN,0.450,Semi-Annual,2.911,93.411,1000,Italy,17150000000,1000,No,Yes,Yes,80.000,0.100
ITALY 0.9% 01.04.2031,EUR,Italian Republic,IT0005422891,Sovereign,2031-01-04,NaN,0.900,Semi-Annual,3.221,89.481,1000,Italy,25950073000,1000,No,Yes,Yes,35.000,0.086
ITALY 2.65% 01.12.2027,EUR,Italian Republic,IT0005500068,Sovereign,2027-01-12,NaN,2.650,Semi-Annual,2.770,99.729,1000,Italy,20600000000,1000,No,Yes,Yes,156.000,1.136
ITALY 4.425% 28.03.2036,EUR,Italian Republic,XS0247541971,Sovereign,2036-03-28,NaN,4.430,Annual,4.220,101.679,100000,Italy,192000000,100000,No,Yes,No,38.000,0.467
ITALY 0.85% 15.01.2027,EUR,Italian Republic,IT0005390874,Sovereign,2027-01-15,NaN,0.850,Semi-Annual,2.377,98.876,1000,Italy,18863736000,1000,No,Yes,Yes,111.000,0.261
ITALY 3.6% 01.10.2035,EUR,Italian Republic,IT0005648149,Sovereign,2035-01-10,NaN,3.600,Semi-Annual,3.808,98.310,1000,Italy,20523784000,1000,No,Yes,Yes,35.000,0.344
ITALY 6% 04.08.2028,GBP,Italian Republic,XS0089572316,Sovereign,2028-04-08,NR,6.000,Annual,4.966,101.983,1000,Italy,2234043931,1000,No,Yes,No,272.000,4.533
ITALY 6% 01.05.2031,EUR,Italian Republic,IT0001444378,Sovereign,2031-01-05,NR,6.000,Semi-Annual,3.204,112.527,1000,Italy,32254500000,1000,No,Yes,Yes,5.000,0.082
ITALY 2% 05.09.2032,EUR,Italian Republic,XS1199008670,Sovereign,2032-05-09,NaN,2.000,Semi-Annual,3.818,89.561,500000,Italy,500000000,500000,No,Yes,No,62.000,0.337
ITALY 1.65% 01.12.2030,EUR,Italian Republic,IT0005413171,Sovereign,2030-01-12,NaN,1.650,Semi-Annual,3.177,93.471,1000,Italy,24107903000,1000,No,Yes,Yes,156.000,0.707
ITALY 3.1% 28.08.2026,EUR,Italian Republic,IT0005607269,Sovereign,2026-08-28,NaN,3.100,Semi-Annual,2.267,100.230,1000,Italy,13241167000,1000,No,Yes,Yes,67.000,0.574
ITALY 3.15% 01.06.2031,EUR,Italian Republic,IT0005707614,Sovereign,2031-01-06,NaN,3.150,Semi-Annual,3.115,99.818,1000,Italy,5200000000,1000,No,Yes,Yes,2.000,0.017
ITALY 2.65% 15.06.2028,EUR,Italian Republic,IT0005641029,Sovereign,2028-06-15,NaN,2.650,Semi-Annual,2.858,99.493,1000,Italy,15940686000,1000,No,Yes,Yes,142.000,1.034
ITALY 4% 30.10.2031,EUR,Italian Republic,IT0005542359,Sovereign,2031-10-30,NaN,4.000,Semi-Annual,3.296,103.451,1000,Italy,13025573000,1000,No,Yes,Yes,6.000,0.066
ITALY 3.15% 15.03.2033,EUR,Italian Republic,IT0005689994,Sovereign,2033-03-15,NaN,3.150,Semi-Annual,3.490,97.809,1000,Italy,19300000000,1000,No,Yes,Yes,52.000,0.445
ITALY 5.25% 01.11.2029,EUR,Italian Republic,IT0001278511,Sovereign,2029-01-11,NR,5.250,Semi-Annual,3.017,107.255,1000,Italy,30819999209,1000,No,Yes,Yes,5.000,0.071
ITALY 0% 14.05.2026,EUR,Italian Republic,IT0005650574,Sovereign,2026-05-14,NaN,0.000,NaN,1.862,99.959,1000,Italy,8500000000,1000,No,Yes,Yes,357.000,0.000
ITALY 1.6% 01.06.2026,EUR,Italian Republic,IT0005170839,Sovereign,2026-01-06,NaN,1.600,Semi-Annual,1.992,99.969,1000,Italy,19927500000,1000,No,Yes,Yes,156.000,0.686
ITALY 0% 13.11.2026,EUR,Italian Republic,IT0005678492,Sovereign,2026-11-13,NaN,0.000,NaN,2.284,98.776,1000,Italy,8500000000,1000,No,Yes,Yes,173.000,0.000
ITALY 2.2% 28.02.2028,EUR,Italian Republic,IT0005692410,Sovereign,2028-02-28,NaN,2.200,Semi-Annual,2.798,98.853,1000,Italy,11400000000,1000,No,Yes,Yes,67.000,0.407
ITALY 2% 01.02.2028,EUR,Italian Republic,IT0005323032,Sovereign,2028-01-02,NaN,2.000,Semi-Annual,2.781,98.601,1000,Italy,23740220000,1000,No,Yes,Yes,94.000,0.519
ITALY 0% 30.09.2026,EUR,Italian Republic,IT0005702656,Sovereign,2026-09-30,NaN,0.000,NaN,2.269,99.070,1000,Italy,10637000000,1000,No,Yes,Yes,36.000,0.000
ITALY 3.5% 15.02.2031,EUR,Italian Republic,IT0005580094,Sovereign,2031-02-15,NaN,3.500,Semi-Annual,3.226,101.114,1000,Italy,19000000000,1000,No,Yes,Yes,80.000,0.773
ITALY 7.25% 01.11.2026,EUR,Italian Republic,IT0001086567,Sovereign,2026-01-11,NR,7.250,Semi-Annual,2.295,102.329,1000,Italy,12423130223,1000,No,Yes,Yes,5.000,0.099
ITALY 0% 14.08.2026,EUR,Italian Republic,IT0005666851,Sovereign,2026-08-14,NaN,0.000,NaN,2.165,99.400,1000,Italy,8800000000,1000,No,Yes,Yes,265.000,0.000
ITALY 1.45% 01.03.2036,EUR,Italian Republic,IT0005402117,Sovereign,2036-01-03,NaN,1.450,Semi-Annual,3.838,80.568,1000,Italy,15400000000,1000,No,Yes,Yes,66.000,0.260
ITALY 0.95% 01.12.2031,EUR,Italian Republic,IT0005449969,Sovereign,2031-01-12,NaN,0.950,Semi-Annual,3.312,88.013,1000,Italy,20515000000,1000,No,Yes,Yes,156.000,0.407
ITALY 2.95% 15.02.2027,EUR,Italian Republic,IT0005580045,Sovereign,2027-02-15,NaN,2.950,Semi-Annual,2.541,100.212,1000,Italy,17300000000,1000,No,Yes,Yes,80.000,0.652
ITALY 2.8% 01.12.2028,EUR,Italian Republic,IT0005340929,Sovereign,2028-01-12,NaN,2.800,Semi-Annual,2.856,99.785,1000,Italy,23868192000,1000,No,Yes,Yes,156.000,1.200
ITALY 1.448% 17.04.2027,EUR,Italian Republic,XS1505666815,Sovereign,2027-04-17,NaN,1.450,Annual,2.975,98.580,500000,Italy,900000000,500000,No,Yes,No,19.000,0.075
JAMAICA 6.75% 28.04.2028,USD,Jamaica,US470160CA80,Sovereign,2028-04-28,BB,6.750,Semi-Annual,4.448,103.500,200000,Jamaica,837530667,1000,No,Yes,No,7.000,0.131
JAMAICA 8.5% 28.02.2036,USD,Jamaica,US470160AU62,Sovereign,2036-02-28,BB,8.500,Semi-Annual,6.967,110.500,100000,Jamaica,250000000,1000,No,Yes,No,67.000,1.582
BAHRAIN 5.625% 18.05.2034,USD,Kingdom of Bahrain,XS2408003064,Sovereign,2034-05-18,B,5.630,Semi-Annual,6.854,92.125,200000,Bahrain,1000000000,1000,No,Yes,No,168.000,2.625
BAHRAIN 5.45% 16.09.2032,USD,Kingdom of Bahrain,XS2226916216,Sovereign,2032-09-16,B,5.450,Semi-Annual,6.619,93.875,200000,Bahrain,1000000000,1000,No,Yes,No,50.000,0.757
BAHRAIN 5.25% 25.01.2033,USD,Kingdom of Bahrain,XS2290957146,Sovereign,2033-01-25,B,5.250,Semi-Annual,6.699,92.000,200000,Bahrain,1000000000,1000,No,Yes,No,101.000,1.473
BAHRAIN 7.375% 14.05.2030,USD,Kingdom of Bahrain,XS2172965282,Sovereign,2030-05-14,B,7.380,Semi-Annual,6.444,103.375,200000,Bahrain,1000000000,1000,No,Yes,No,172.000,3.524
BAHRAIN 6.75% 20.09.2029,USD,Kingdom of Bahrain,XS1675862012,Sovereign,2029-09-20,B,6.750,Semi-Annual,6.371,101.000,200000,Bahrain,1250000000,1000,No,Yes,No,46.000,0.863
BAHRAIN 4.25% 25.01.2028,USD,Kingdom of Bahrain,XS2290956924,Sovereign,2028-01-25,B,4.250,Semi-Annual,6.030,96.750,200000,Bahrain,500000000,1000,No,Yes,No,101.000,1.192
BAHRAIN 5.625% 05.07.2029,USD,Kingdom of Bahrain,XS3260289163,Sovereign,2029-05-07,NaN,5.630,Semi-Annual,6.851,96.440,200000,Bahrain,500000000,1000,No,Yes,No,121.000,1.891
BAHRAIN 5.625% 30.09.2031,USD,Kingdom of Bahrain,XS2058948451,Sovereign,2031-09-30,B,5.630,Semi-Annual,6.485,95.875,200000,Bahrain,1000000000,1000,No,Yes,No,36.000,0.562
BAHRAIN 7.5% 12.02.2036,USD,Kingdom of Bahrain,XS2764424813,Sovereign,2036-12-02,B,7.500,Semi-Annual,6.997,103.250,200000,Bahrain,1000000000,1000,No,Yes,No,84.000,1.750
BAHRAIN 5.5% 01.08.2033,USD,Kingdom of Bahrain,XS2649148090,Sovereign,2033-01-08,NaN,5.500,Semi-Annual,6.729,92.769,200000,Bahrain,1000000000,1000,No,Yes,No,95.000,1.451
BAHRAIN 7% 12.10.2028,USD,Kingdom of Bahrain,XS1405766541,Sovereign,2028-12-10,B,7.000,Semi-Annual,6.267,101.500,200000,Bahrain,1600000000,1000,No,Yes,No,24.000,0.467
BAHRAIN 7.75% 18.04.2035,USD,Kingdom of Bahrain,XS2611617700,Sovereign,2035-04-18,B,7.750,Semi-Annual,6.951,104.375,200000,Bahrain,1000000000,1000,No,Yes,No,18.000,0.388
BELGIUM 0% 11.02.2027,EUR,Kingdom of Belgium,BE0312821938,Sovereign,2027-11-02,NaN,0.000,NaN,2.449,98.051,0,Belgium,2844000000,0,No,Yes,No,83.000,0.000
BELGIUM 0% 10.12.2026,EUR,Kingdom of Belgium,BE0312819916,Sovereign,2026-10-12,NaN,0.000,NaN,2.342,98.533,0,Belgium,3015000000,0,No,Yes,No,146.000,0.000
BELGIUM 5.43% 07.03.2036,AUD,Kingdom of Belgium,BE6372502870,Sovereign,2036-07-03,NaN,5.430,Semi-Annual,5.783,97.481,200000,Belgium,165000000,2000,No,Yes,No,49.000,0.739
BELGIUM 0.8% 22.06.2028,EUR,Kingdom of Belgium,BE0000345547,Sovereign,2028-06-22,NaN,0.800,Annual,2.703,95.964,0,Belgium,17387000000,0,No,Yes,No,142.000,0.311
BELGIUM 2% 04.12.2026,EUR,Kingdom of Belgium,BE3871308388,Sovereign,2026-04-12,NaN,2.000,At maturity,2.896,99.469,100,Belgium,247655900,100,No,Yes,Yes,153.000,0.838
BELGIUM 0.9% 22.06.2029,EUR,Kingdom of Belgium,BE0000347568,Sovereign,2029-06-22,NaN,0.900,Annual,2.794,94.240,0,Belgium,20304000000,0,No,Yes,No,318.000,0.784
BELGIUM 3% 22.06.2034,EUR,Kingdom of Belgium,BE0000333428,Sovereign,2034-06-22,NaN,3.000,Annual,3.350,97.190,0,Belgium,11926000000,0,No,Yes,No,318.000,2.614
BELGIUM 1.25% 22.04.2033,EUR,Kingdom of Belgium,BE0000346552,Sovereign,2033-04-22,NaN,1.250,Annual,3.168,87.910,0,Belgium,12455000000,0,No,Yes,No,14.000,0.048
BELGIUM 1.8% 04.06.2026,EUR,Kingdom of Belgium,BE3871304346,Sovereign,2026-04-06,NaN,1.800,At maturity,2.015,99.984,100,Belgium,98464300,100,No,Yes,Yes,336.000,1.657
BELGIUM 0% 14.05.2026,EUR,Kingdom of Belgium,BE0312812846,Sovereign,2026-05-14,NaN,0.000,NaN,1.942,99.957,0,Belgium,5731000000,0,No,Yes,No,356.000,0.000
BELGIUM 1.91% 27.07.2026,JPY,Kingdom of Belgium,BE6223606862,Sovereign,2026-07-27,NaN,1.910,Semi-Annual,1.489,100.092,100000000,Belgium,10000000000,100000000,No,Yes,No,99.000,0.525
BELGIUM 0% 14.01.2027,EUR,Kingdom of Belgium,BE0312820922,Sovereign,2027-01-14,NaN,0.000,NaN,2.416,98.259,0,Belgium,2916000000,0,No,Yes,No,111.000,0.000
BELGIUM 4.5% 02.04.2035,USD,Kingdom of Belgium,BE6362168351,Sovereign,2035-02-04,NaN,4.500,Semi-Annual,4.499,99.624,200000,Belgium,1300000000,2000,No,Yes,No,33.000,0.412
BELGIUM 0% 22.10.2027,EUR,Kingdom of Belgium,BE0000351602,Sovereign,2027-10-22,NaN,0.000,Annual,2.661,96.110,0,Belgium,11078000000,0,No,Yes,No,196.000,0.000
BELGIUM 5.5% 28.03.2028,EUR,Kingdom of Belgium,BE0000291972,Sovereign,2028-03-28,NR,5.500,Annual,2.657,105.018,0,Belgium,20187939135,0,No,Yes,No,39.000,0.588
BELGIUM 0% 13.08.2026,EUR,Kingdom of Belgium,BE0312815872,Sovereign,2026-08-13,NaN,0.000,NaN,2.006,99.397,0,Belgium,3892000000,0,No,Yes,No,265.000,0.000
BELGIUM 5.7% 28.05.2032,GBP,Kingdom of Belgium,BE0365452532,Sovereign,2032-05-28,NR,5.700,Annual,5.044,103.022,150000,Belgium,100000000,150000,No,Yes,No,343.000,5.356
BELGIUM 4.35% 06.11.2034,USD,Kingdom of Belgium,BE6357339561,Sovereign,2034-06-11,NaN,4.350,Semi-Annual,4.471,98.899,200000,Belgium,1000000000,2000,No,Yes,No,NaN,0.000
BELGIUM 2.5% 04.06.2026,EUR,Kingdom of Belgium,BE3871289190,Sovereign,2026-04-06,NaN,2.500,Annual,8.936,99.476,100,Belgium,97084200,100,No,Yes,No,336.000,2.301
BELGIUM 3.1% 22.06.2035,EUR,Kingdom of Belgium,BE0000363722,Sovereign,2035-06-22,NaN,3.100,Annual,3.488,96.620,0,Belgium,14681000000,0,No,Yes,No,318.000,2.701
BELGIUM 4.2% 18.07.2033,NOK,Kingdom of Belgium,BE6255948307,Sovereign,2033-07-18,NaN,4.200,Annual,4.428,98.426,1000000,Belgium,1000000000,1000000,No,Yes,No,288.000,3.360
