Name,Currency,Issuer,ISIN,Sector,Maturity,S&P Rating,Coupon,Coupon frequency,YTM (Ask),Ask,Minimum size,Country of issue,Amount issued,Increment size,Subordinated,EU Tax,W/Tax,Accrued days,Accrued interest
FRANCE 0% 01.07.2026,EUR,Republic of France,FR0129287308,Sovereign,2026-01-07,NaN,0.000,NaN,2.003,99.686,1,France,4504000000,1,No,Yes,Yes,140.000,0.000
FRANCE 0% 27.05.2026,EUR,Republic of France,FR0129437507,Sovereign,2026-05-27,NaN,0.000,NaN,1.942,99.887,1,France,6845000000,1,No,Yes,Yes,77.000,0.000
FRANCE 4.75% 25.04.2035,EUR,Republic of France,FR0010070060,Sovereign,2035-04-25,NR,4.750,Annual,3.581,108.420,1,France,37723000000,1,No,Yes,Yes,11.000,0.143
FRANCE 0% 28.03.2028,EUR,Republic of France,FR0000571226,Sovereign,2028-03-28,NR,0.000,NaN,3.058,94.330,1,France,46232603,1,No,Yes,Yes,39.000,0.000
FRANCE 5.75% 25.10.2032,EUR,Republic of France,FR0000187635,Sovereign,2032-10-25,NR,5.750,Annual,3.272,113.910,1,France,35192322600,1,No,Yes,Yes,193.000,3.040
FRANCE 0% 06.05.2026,EUR,Republic of France,FR0129287282,Sovereign,2026-06-05,NaN,0.000,NaN,2.480,99.994,1,France,5396000000,1,No,Yes,Yes,NaN,NaN
FRANCE 0% 02.12.2026,EUR,Republic of France,FR0129287332,Sovereign,2026-02-12,NaN,0.000,NaN,2.378,98.607,1,France,7338000000,1,No,Yes,Yes,154.000,0.000
FRANCE 3.2% 25.05.2035,EUR,Republic of France,FR001400X8V5,Sovereign,2035-05-25,NaN,3.200,Annual,3.612,96.460,1,France,54712000000,1,No,Yes,Yes,346.000,3.033
FRANCE 2.5% 25.05.2030,EUR,Republic of France,FR0011883966,Sovereign,2030-05-25,NaN,2.500,Annual,2.984,97.930,1,France,73381000000,1,No,Yes,Yes,346.000,2.370
FRANCE 0% 25.05.2032,EUR,Republic of France,FR0014007L00,Sovereign,2032-05-25,NaN,0.000,Annual,3.251,82.150,1,France,50484000000,1,No,Yes,Yes,346.000,0.000
FRANCE 0.75% 25.02.2028,EUR,Republic of France,FR001400AIN5,Sovereign,2028-02-25,NaN,0.750,Annual,2.763,96.350,1,France,51553000000,1,No,Yes,Yes,70.000,0.144
FRANCE 0% 23.09.2026,EUR,Republic of France,FR0129437564,Sovereign,2026-09-23,NaN,0.000,NaN,2.261,99.121,1,France,8183000000,1,No,Yes,Yes,56.000,0.000
FRANCE 0% 04.11.2026,EUR,Republic of France,FR0129287324,Sovereign,2026-04-11,NaN,0.000,NaN,2.335,98.814,1,France,8274000000,1,No,Yes,Yes,182.000,0.000
FRANCE 0% 21.10.2026,EUR,Republic of France,FR0129570588,Sovereign,2026-10-21,NaN,0.000,NaN,2.321,98.916,1,France,8556000000,1,No,Yes,Yes,27.000,0.000
FRANCE 1% 25.05.2027,EUR,Republic of France,FR0013250560,Sovereign,2027-05-25,NaN,1.000,Annual,2.666,98.190,1,France,43239000000,1,No,Yes,Yes,346.000,0.948
FRANCE 0% 24.03.2027,EUR,Republic of France,FR0129437598,Sovereign,2027-03-24,NaN,0.000,NaN,2.537,97.734,1,France,10395000000,1,No,Yes,Yes,42.000,0.000
FRANCE 0% 22.07.2026,EUR,Republic of France,FR0129570521,Sovereign,2026-07-22,NaN,0.000,NaN,2.070,99.557,1,France,8074000000,1,No,Yes,Yes,21.000,0.000
FRANCE 2.75% 25.10.2027,EUR,Republic of France,FR0011317783,Sovereign,2027-10-25,NaN,2.750,Annual,2.751,99.870,1,France,61763000000,1,No,Yes,Yes,193.000,1.454
FRANCE 2.5% 24.09.2027,EUR,Republic of France,FR001400NBC6,Sovereign,2027-09-24,NaN,2.500,Annual,2.744,99.560,1,France,42847000000,1,No,Yes,Yes,224.000,1.534
FRANCE 0% 21.04.2027,EUR,Republic of France,FR0129570620,Sovereign,2027-04-21,NaN,0.000,NaN,2.568,97.508,1,France,4100000000,1,No,Yes,Yes,14.000,0.000
FRANCE 2.75% 25.02.2030,EUR,Republic of France,FR001400PM68,Sovereign,2030-02-25,NaN,2.750,Annual,2.967,98.990,1,France,56570000000,1,No,Yes,Yes,70.000,0.527
FRANCE 0% 24.06.2026,EUR,Republic of France,FR0129437523,Sovereign,2026-06-24,NaN,0.000,NaN,1.992,99.727,1,France,7113000000,1,No,Yes,Yes,49.000,0.000
FRANCE 2.75% 25.02.2029,EUR,Republic of France,FR001400HI98,Sovereign,2029-02-25,NaN,2.750,Annual,2.849,99.540,1,France,63538000000,1,No,Yes,Yes,70.000,0.527
FRANCE 2.4% 24.09.2029,EUR,Republic of France,FR0014016G71,Sovereign,2029-09-24,NaN,2.400,Annual,2.898,98.180,1,France,15411000000,1,No,Yes,Yes,224.000,1.473
FRANCE 3.5% 25.11.2033,EUR,Republic of France,FR001400L834,Sovereign,2033-11-25,NaN,3.500,Annual,3.444,100.000,1,France,57237000000,1,No,Yes,Yes,162.000,1.553
FRANCE 1.25% 25.05.2034,EUR,Republic of France,FR0013313582,Sovereign,2034-05-25,NaN,1.250,Annual,3.518,84.010,1,France,65035000000,1,No,Yes,Yes,346.000,1.185
FRANCE 2.7% 25.02.2031,EUR,Republic of France,FR001400Z2L7,Sovereign,2031-02-25,NaN,2.700,Annual,3.079,98.070,1,France,55790000000,1,No,Yes,Yes,70.000,0.518
FRANCE 0.5% 25.05.2029,EUR,Republic of France,FR0013407236,Sovereign,2029-05-25,NaN,0.500,Annual,2.872,92.970,1,France,58805000000,1,No,Yes,Yes,346.000,0.474
FRANCE 0% 20.05.2026,EUR,Republic of France,FR0128984004,Sovereign,2026-05-20,NaN,0.000,NaN,2.003,99.922,1,France,12246000000,1,No,Yes,Yes,350.000,0.000
FRANCE 3% 25.11.2034,EUR,Republic of France,FR001400QMF9,Sovereign,2034-11-25,NaN,3.000,Annual,3.559,95.550,1,France,46997000000,1,No,Yes,Yes,162.000,1.331
FRANCE 0% 25.11.2031,EUR,Republic of France,FR0014002WK3,Sovereign,2031-11-25,NaN,0.000,Annual,3.177,83.820,1,France,59865000000,1,No,Yes,Yes,162.000,0.000
FRANCE 2% 25.11.2032,EUR,Republic of France,FR001400BKZ3,Sovereign,2032-11-25,NaN,2.000,Annual,3.315,92.070,1,France,59439000000,1,No,Yes,Yes,351.000,1.923
FRANCE 2.5% 24.09.2026,EUR,Republic of France,FR001400FYQ4,Sovereign,2026-09-24,NaN,2.500,Annual,2.333,100.030,1,France,24280000000,1,No,Yes,Yes,224.000,1.534
FRANCE 0% 12.08.2026,EUR,Republic of France,FR0129132736,Sovereign,2026-12-08,NaN,0.000,NaN,2.161,99.413,1,France,9486000000,1,No,Yes,Yes,266.000,0.000
FRANCE 0% 15.07.2026,EUR,Republic of France,FR0129132728,Sovereign,2026-07-15,NaN,0.000,NaN,2.059,99.596,1,France,8638000000,1,No,Yes,Yes,293.000,0.000
FRANCE 0% 13.05.2026,EUR,Republic of France,FR0129437499,Sovereign,2026-05-13,NaN,0.000,NaN,1.906,99.961,1,France,6890000000,1,No,Yes,Yes,91.000,0.000
FRANCE 0% 27.01.2027,EUR,Republic of France,FR0129437572,Sovereign,2027-01-27,NaN,0.000,NaN,2.472,98.173,1,France,9173000000,1,No,Yes,Yes,98.000,0.000
FRANCE 0% 07.10.2026,EUR,Republic of France,FR0129287316,Sovereign,2026-07-10,NaN,0.000,NaN,2.350,98.990,1,France,9551000000,1,No,Yes,Yes,210.000,0.000
FRANCE 0% 05.08.2026,EUR,Republic of France,FR0129570539,Sovereign,2026-05-08,NaN,0.000,NaN,2.105,99.458,1,France,3299000000,1,No,Yes,Yes,7.000,0.000
FRANCE 0% 10.06.2026,EUR,Republic of France,FR0129437515,Sovereign,2026-10-06,NaN,0.000,NaN,1.972,99.810,1,France,7562000000,1,No,Yes,Yes,63.000,0.000
FRANCE 3.5% 25.11.2035,EUR,Republic of France,FR0014012II5,Sovereign,2035-11-25,NaN,3.500,Annual,3.668,98.266,1,France,50919000000,1,No,Yes,Yes,162.000,1.553
FRANCE 3% 25.05.2033,EUR,Republic of France,FR001400H7V7,Sovereign,2033-05-25,NaN,3.000,Annual,3.385,97.310,1,France,50596000000,1,No,Yes,Yes,346.000,2.844
FRANCE 0% 08.07.2026,EUR,Republic of France,FR0129437531,Sovereign,2026-08-07,NaN,0.000,NaN,2.016,99.644,1,France,8091000000,1,No,Yes,Yes,35.000,0.000
FRANCE 0.75% 25.11.2028,EUR,Republic of France,FR0013341682,Sovereign,2028-11-25,NaN,0.750,Annual,2.822,94.790,1,France,62095000000,1,No,Yes,Yes,162.000,0.333
FRANCE 0% 24.02.2027,EUR,Republic of France,FR0129437580,Sovereign,2027-02-24,NaN,0.000,NaN,2.495,97.958,1,France,9643000000,1,No,Yes,Yes,70.000,0.000
FRANCE 0% 03.06.2026,EUR,Republic of France,FR0129287290,Sovereign,2026-03-06,NaN,0.000,NaN,1.935,99.851,1,France,4272000000,1,No,Yes,Yes,168.000,0.000
FRANCE 0% 25.11.2030,EUR,Republic of France,FR0013516549,Sovereign,2030-11-25,NaN,0.000,Annual,3.046,87.000,1,France,58857000000,1,No,Yes,Yes,162.000,0.000
FRANCE 0.5% 25.05.2026,EUR,Republic of France,FR0013131877,Sovereign,2026-05-25,NaN,0.500,Annual,2.358,99.910,1,France,32927000000,1,No,Yes,Yes,346.000,0.474
FRANCE 0% 25.11.2029,EUR,Republic of France,FR0013451507,Sovereign,2029-11-25,NaN,0.000,Annual,2.927,90.040,1,France,49931000000,1,No,Yes,Yes,162.000,0.000
FRANCE 0% 17.06.2026,EUR,Republic of France,FR0128984012,Sovereign,2026-06-17,NaN,0.000,NaN,2.021,99.764,1,France,11454000000,1,No,Yes,Yes,322.000,0.000
FRANCE 0% 30.12.2026,EUR,Republic of France,FR0129287340,Sovereign,2026-12-30,NaN,0.000,NaN,2.424,98.390,1,France,7719000000,1,No,Yes,Yes,119.000,0.000
FRANCE 2.4% 24.09.2028,EUR,Republic of France,FR001400XLW2,Sovereign,2028-09-24,NaN,2.400,Annual,2.797,98.920,1,France,48096000000,1,No,Yes,Yes,224.000,1.473
FRANCE 1.5% 25.05.2031,EUR,Republic of France,FR0012993103,Sovereign,2031-05-25,NaN,1.500,Annual,3.104,92.370,1,France,68285000000,1,No,Yes,Yes,346.000,1.422
FRANCE 0% 25.02.2027,EUR,Republic of France,FR0014003513,Sovereign,2027-02-25,NaN,0.000,Annual,2.589,97.890,1,France,42430000000,1,No,Yes,Yes,70.000,0.000
FRANCE 0% 09.09.2026,EUR,Republic of France,FR0129132744,Sovereign,2026-09-09,NaN,0.000,NaN,2.219,99.224,1,France,9514000000,1,No,Yes,Yes,238.000,0.000
FRANCE 0% 29.07.2026,EUR,Republic of France,FR0129437549,Sovereign,2026-07-29,NaN,0.000,NaN,2.101,99.511,1,France,10456000000,1,No,Yes,Yes,112.000,0.000
FRANCE 0% 26.08.2026,EUR,Republic of France,FR0129437556,Sovereign,2026-08-26,NaN,0.000,NaN,2.189,99.319,1,France,8700000000,1,No,Yes,Yes,84.000,0.000
FRANCE 0.75% 25.05.2028,EUR,Republic of France,FR0013286192,Sovereign,2028-05-25,NaN,0.750,Annual,2.790,95.830,1,France,67202000000,1,No,Yes,Yes,346.000,0.711
GABON 7% 24.11.2031,USD,Republic of Gabon,XS2407752711,Sovereign,2031-11-24,NaN,7.000,Semi-Annual,11.453,84.500,200000,Gabon,500000000,1000,No,Yes,No,162.000,3.150
GABON 6.625% 06.02.2031,USD,Republic of Gabon,XS2113615228,Sovereign,2031-06-02,NaN,6.630,Semi-Annual,11.434,85.750,200000,Gabon,894682000,1000,No,Yes,No,90.000,1.656
GABON 9.5% 18.02.2029,USD,Republic of Gabon,XS3000946437,Sovereign,2029-02-18,NaN,9.500,Semi-Annual,11.669,95.625,200000,Gabon,570000000,1000,No,Yes,No,78.000,2.058
GEORGIA 5.125% 28.01.2031,USD,Republic of Georgia,XS3262542155,Sovereign,2031-01-28,BB,5.130,Semi-Annual,5.672,97.750,200000,Georgia,500000000,1000,No,Yes,No,98.000,1.395
GHANA 0% 03.07.2026,USD,Republic of Ghana,XS2893146873,Sovereign,2026-03-07,B-,0.000,NaN,5.479,99.250,1000,Ghana,104512449,1,No,Yes,No,307.000,0.000
GHANA 0% 03.01.2030,USD,Republic of Ghana,XS2893147681,Sovereign,2030-03-01,B-,0.000,NaN,6.406,88.875,1000,Ghana,490079281,1,No,Yes,No,123.000,0.000
ICELAND 3.4% 28.06.2027,EUR,Republic of Iceland,XS2852055651,Sovereign,2027-06-28,NaN,3.400,Annual,3.465,99.835,100000,Iceland,50000000,100000,No,Yes,No,312.000,2.906
ICELAND 2.625% 27.05.2030,EUR,Republic of Iceland,XS3081371554,Sovereign,2030-05-27,A+,2.630,Annual,3.081,98.044,100000,Iceland,750000000,1000,No,Yes,No,344.000,2.474
ICELAND 3.5% 21.03.2034,EUR,Republic of Iceland,XS2788435050,Sovereign,2034-03-21,A+,3.500,Annual,3.446,100.043,100000,Iceland,750000000,1000,No,Yes,No,46.000,0.441
ICELAND 0% 15.04.2028,EUR,Republic of Iceland,XS2293755125,Sovereign,2028-04-15,A+,0.000,Annual,3.157,93.996,100000,Iceland,750000000,1000,No,Yes,No,21.000,0.000
ICELAND 0.625% 03.06.2026,EUR,Republic of Iceland,XS2182399274,Sovereign,2026-03-06,NaN,0.630,Annual,2.515,99.868,100000,Iceland,296291000,1000,No,Yes,No,337.000,0.577
KAZAKHSTAN 5% 01.07.2032,USD,Republic of Kazakhstan,XS3093655341,Sovereign,2032-01-07,BBB-,5.000,Semi-Annual,4.800,100.738,200000,Kyrgystan,1350000000,1000,No,Yes,No,125.000,1.736
KAZAKHSTAN 0.6% 30.09.2026,EUR,Republic of Kazakhstan,XS2050933899,Sovereign,2026-09-30,BBB-,0.600,Annual,3.133,98.961,100000,Kyrgystan,500000000,1000,No,Yes,No,218.000,0.358
KAZAKHSTAN 2.375% 09.11.2028,EUR,Republic of Kazakhstan,XS1901718335,Sovereign,2028-09-11,BBB-,2.380,Annual,2.964,98.617,100000,Kyrgystan,525000000,1000,No,Yes,No,178.000,1.158
KAZAKHSTAN 4.412% 28.10.2030,USD,Republic of Kazakhstan,XS3212533262,Sovereign,2030-10-28,BBB-,4.410,Semi-Annual,4.721,98.645,200000,Kyrgystan,1500000000,1000,No,Yes,No,8.000,0.098
KAZAKHSTAN 1.5% 30.09.2034,EUR,Republic of Kazakhstan,XS2050933626,Sovereign,2034-09-30,BBB-,1.500,Annual,3.907,83.248,100000,Kyrgystan,650000000,1000,No,Yes,No,218.000,0.896
KAZAKHSTAN 4.714% 09.04.2035,USD,Republic of Kazakhstan,XS2914770545,Sovereign,2035-09-04,BBB-,4.710,Semi-Annual,4.906,98.222,200000,Kyrgystan,1500000000,1000,No,Yes,No,27.000,0.354
LATVIA 3.875% 12.07.2033,EUR,Republic of Latvia,XS2648672660,Sovereign,2033-12-07,A,3.880,Annual,3.504,102.216,100000,Latvia,1030000000,1000,No,Yes,No,298.000,3.164
LATVIA 2.875% 21.05.2030,EUR,Republic of Latvia,XS3075496896,Sovereign,2030-05-21,A,2.880,Annual,3.110,99.077,1000,Latvia,1375000000,1000,No,Yes,No,350.000,2.757
LATVIA 3.5% 02.10.2035,EUR,Republic of Latvia,XS3194153352,Sovereign,2035-02-10,A,3.500,Annual,3.758,97.773,1000,Latvia,1300000000,1000,No,Yes,No,216.000,2.071
LATVIA 0.25% 23.01.2030,EUR,Republic of Latvia,XS2420426038,Sovereign,2030-01-23,A,0.250,Annual,3.092,90.020,100000,Latvia,600000000,1000,No,Yes,No,103.000,0.070
LATVIA 0.375% 07.10.2026,EUR,Republic of Latvia,XS1501554874,Sovereign,2026-07-10,A,0.380,Annual,2.726,99.034,100000,Latvia,2020000000,1000,No,Yes,No,211.000,0.217
LATVIA 3.5% 17.01.2028,EUR,Republic of Latvia,XS2576364371,Sovereign,2028-01-17,A,3.500,Annual,2.993,100.766,100000,Latvia,1420000000,1000,No,Yes,No,109.000,1.045
LATVIA 3.875% 25.03.2027,EUR,Republic of Latvia,XS2549862758,Sovereign,2027-03-25,A,3.880,Annual,2.888,100.842,100000,Latvia,1155000000,1000,No,Yes,No,42.000,0.446
LATVIA 0% 24.01.2029,EUR,Republic of Latvia,XS2361416915,Sovereign,2029-01-24,A,0.000,Annual,3.046,92.135,100000,Latvia,800000000,1000,No,Yes,No,102.000,0.000
LATVIA 1.125% 30.05.2028,EUR,Republic of Latvia,XS1829276275,Sovereign,2028-05-30,A,1.130,Annual,3.062,96.130,100000,Latvia,821750000,1000,No,Yes,No,341.000,1.051
LATVIA 0% 17.03.2031,EUR,Republic of Latvia,XS2317123052,Sovereign,2031-03-17,A,0.000,Annual,3.208,85.613,100000,Latvia,1540500000,1000,No,Yes,No,50.000,0.000
LATVIA 3% 24.01.2032,EUR,Republic of Latvia,XS2906240028,Sovereign,2032-01-24,A,3.000,Annual,3.356,98.097,1000,Latvia,860000000,1000,No,Yes,No,102.000,0.838
LATVIA 3.875% 22.05.2029,EUR,Republic of Latvia,XS2722876609,Sovereign,2029-05-22,A,3.880,Annual,3.018,102.419,1000,Latvia,1340000000,1000,No,Yes,No,349.000,3.705
LATVIA 5.125% 30.07.2034,USD,Republic of Latvia,XS2829701718,Sovereign,2034-07-30,A,5.130,Semi-Annual,5.027,100.483,200000,Latvia,1250000000,1000,No,Yes,No,96.000,1.367
LEBANON 6.6% 27.11.2026,USD,Republic of Lebanon,XS0707820659,Sovereign,2026-11-27,D,6.600,Semi-Annual,446.036,27.000,1000,Lebanon,1600000000,1000,No,Yes,No,158.000,0.000
LEBANON 8.2% 17.05.2033,USD,Republic of Lebanon,XS1824238239,Sovereign,2033-05-17,NaN,8.200,Semi-Annual,19.518,27.000,1000,Lebanon,1500000000,1000,No,Yes,No,169.000,0.000
LEBANON 6.85% 23.03.2027,USD,Republic of Lebanon,XS1586230051,Sovereign,2027-03-23,D,6.850,Semi-Annual,220.644,27.000,1000,Lebanon,1250000000,1000,No,Yes,No,43.000,0.000
LEBANON 7% 23.03.2032,USD,Republic of Lebanon,XS1586230481,Sovereign,2032-03-23,D,7.000,Semi-Annual,23.552,27.000,1000,Lebanon,1000000000,1000,No,Yes,No,43.000,0.000
LEBANON 8.25% 17.05.2034,USD,Republic of Lebanon,XS1824238072,Sovereign,2034-05-17,NaN,8.250,Semi-Annual,16.987,27.000,1000,Lebanon,1500000000,1000,No,Yes,No,169.000,0.000
LEBANON 7.05% 02.11.2035,USD,Republic of Lebanon,XS1313654623,Sovereign,2035-02-11,D,7.050,Semi-Annual,14.286,27.000,1000,Lebanon,600000000,1000,No,Yes,No,2.000,0.000
LEBANON 6.65% 03.11.2028,USD,Republic of Lebanon,XS1313675974,Sovereign,2028-03-11,D,6.650,Semi-Annual,60.098,27.000,1000,Lebanon,893197000,1000,No,Yes,No,2.000,0.000
LEBANON 6.65% 26.02.2030,USD,Republic of Lebanon,XS1196419854,Sovereign,2030-02-26,D,6.650,Semi-Annual,37.543,27.000,1000,Lebanon,1400000000,1000,No,Yes,No,70.000,0.000
LEBANON 12% 27.07.2035,USD,Republic of Lebanon,XS2083908132,Sovereign,2035-07-27,NaN,12.000,Semi-Annual,14.709,27.000,1000,Lebanon,1500000000,1000,No,Yes,No,99.000,0.000
LEBANON 7% 20.03.2028,USD,Republic of Lebanon,XS1720803326,Sovereign,2028-03-20,NaN,7.000,Semi-Annual,83.721,27.000,1000,Lebanon,1700000000,1000,No,Yes,No,172.000,0.000
LEBANON 11.5% 27.11.2029,USD,Republic of Lebanon,XS2083908645,Sovereign,2029-11-27,NaN,11.500,Semi-Annual,40.399,27.000,1000,Lebanon,1500000000,1000,No,Yes,No,129.000,0.000
LEBANON 6.75% 29.11.2027,USD,Republic of Lebanon,XS0859366899,Sovereign,2027-11-29,NaN,6.750,Semi-Annual,103.971,27.000,1000,Lebanon,1000000000,1000,No,Yes,No,157.000,0.000
LEBANON 7% 22.04.2031,USD,Republic of Lebanon,XS1396347723,Sovereign,2031-04-22,D,7.000,Semi-Annual,28.212,27.000,1000,Lebanon,300000000,1000,No,Yes,No,14.000,0.000
LEBANON 6.85% 25.05.2029,USD,Republic of Lebanon,XS1419879769,Sovereign,2029-05-25,D,6.850,Semi-Annual,47.836,27.000,1000,Lebanon,1000000000,1000,No,Yes,No,159.000,0.000
LITHUANIA 0.95% 26.05.2027,EUR,Republic of Lithuania,XS1619567677,Sovereign,2027-05-26,NaN,0.950,Annual,2.882,97.918,1000,Lithuania,1100000000,1000,No,Yes,No,345.000,0.898
LITHUANIA 3.875% 14.06.2033,EUR,Republic of Lithuania,XS2604821228,Sovereign,2033-06-14,A,3.880,Annual,3.510,102.066,1000,Lithuania,1250000000,1000,No,Yes,No,326.000,3.461
LITHUANIA 0.5% 19.06.2029,EUR,Republic of Lithuania,XS2013677864,Sovereign,2029-06-19,A,0.500,Annual,3.065,92.375,1000,Lithuania,735000000,1000,No,Yes,No,321.000,0.440
LITHUANIA 2.125% 01.06.2032,EUR,Republic of Lithuania,XS2487342649,Sovereign,2032-01-06,A,2.130,Annual,3.371,93.086,1000,Lithuania,1585000000,1000,No,Yes,No,339.000,1.974
LITHUANIA 3.625% 10.03.2036,EUR,Republic of Lithuania,XS3175946071,Sovereign,2036-10-03,A,3.630,Annual,3.783,98.309,1000,Lithuania,1000000000,1000,No,Yes,No,57.000,0.566
LITHUANIA 0.75% 06.05.2030,EUR,Republic of Lithuania,XS2168038847,Sovereign,2030-06-05,A,0.750,Annual,3.078,91.308,1000,Lithuania,1250000000,1000,No,Yes,No,NaN,0.000
LITHUANIA 3% 22.01.2031,EUR,Republic of Lithuania,XS3276320358,Sovereign,2031-01-22,A,3.000,Annual,3.175,99.063,1000,Lithuania,1310000000,1000,No,Yes,No,104.000,0.855
LITHUANIA 3.5% 03.07.2031,EUR,Republic of Lithuania,XS2841247583,Sovereign,2031-03-07,A,3.500,Annual,3.228,101.165,1000,Lithuania,1540000000,1000,No,Yes,No,307.000,2.944
LITHUANIA 4.125% 25.04.2028,EUR,Republic of Lithuania,XS2547270756,Sovereign,2028-04-25,A,4.130,Annual,2.820,102.356,1000,Lithuania,1180000000,1000,No,Yes,No,11.000,0.124
LITHUANIA 3.5% 13.02.2034,EUR,Republic of Lithuania,XS2765498717,Sovereign,2034-02-13,A,3.500,Annual,3.582,99.184,1000,Lithuania,2275000000,1000,No,Yes,No,82.000,0.786
LITHUANIA 2.125% 22.10.2035,EUR,Republic of Lithuania,XS1310032260,Sovereign,2035-10-22,A,2.130,Annual,3.742,87.179,1000,Lithuania,1245000000,1000,No,Yes,No,196.000,1.141
LITHUANIA 2.875% 28.01.2030,EUR,Republic of Lithuania,XS2979761769,Sovereign,2030-01-28,A,2.880,Annual,3.073,99.081,1000,Lithuania,1625000000,1000,No,Yes,No,98.000,0.772
LITHUANIA 2.125% 29.10.2026,EUR,Republic of Lithuania,XS1130139667,Sovereign,2026-10-29,A,2.130,Annual,2.685,99.695,100000,Lithuania,1051000000,1000,No,Yes,No,189.000,1.100
MALTA 1% 23.08.2035,EUR,Republic of Malta,MT0000013194,Sovereign,2035-08-23,NaN,1.000,Semi-Annual,3.840,78.560,100,Malta,144200000,100,No,Yes,Yes,72.000,0.199
MALTA 1% 23.04.2031,EUR,Republic of Malta,MT0000013020,Sovereign,2031-04-23,NaN,1.000,Semi-Annual,3.250,90.110,100,Malta,255000000,100,No,Yes,Yes,13.000,0.035
MALTA 2.9% 24.10.2032,EUR,Republic of Malta,MT0000013525,Sovereign,2032-10-24,NaN,2.900,Semi-Annual,3.450,97.340,100,Malta,57720300,100,No,Yes,Yes,12.000,0.095
NORTH MACEDONIA 6.96% 13.03.2027,EUR,Republic of North Macedonia,XS2582522681,Sovereign,2027-03-13,BB-,6.960,Annual,4.438,102.052,100000,Macedonia,500000000,1000,No,Yes,No,54.000,1.030
NORTH MACEDONIA 1.625% 10.03.2028,EUR,Republic of North Macedonia,XS2310118893,Sovereign,2028-10-03,BB-,1.630,Annual,4.382,95.181,100000,Macedonia,700000000,1000,No,Yes,No,246.000,1.095
NORTH MACEDONIA 3.875% 21.01.2030,EUR,Republic of North Macedonia,XS3273795859,Sovereign,2030-01-21,BB-,3.880,Annual,4.371,98.206,100000,Macedonia,500000000,1000,No,Yes,No,105.000,1.115
NORTH MACEDONIA 3.675% 03.06.2026,EUR,Republic of North Macedonia,XS2181690665,Sovereign,2026-03-06,BB-,3.680,Annual,3.824,99.924,100000,Macedonia,316311000,1000,No,Yes,No,337.000,3.393
NORTH MACEDONIA 4.75% 21.01.2034,EUR,Republic of North Macedonia,XS3273796238,Sovereign,2034-01-21,BB-,4.750,Annual,5.029,98.170,100000,Macedonia,500000000,1000,No,Yes,No,105.000,1.366
PARAGUAY 4.95% 28.04.2031,USD,Republic of Paraguay,USP75744AJ47,Sovereign,2031-04-28,BBB-,4.950,Semi-Annual,4.595,101.000,200000,Paraguay,789897000,1000,No,Yes,No,7.000,0.096
PARAGUAY 2.739% 29.01.2033,USD,Republic of Paraguay,USP75744AK10,Sovereign,2033-01-29,BBB-,2.740,Semi-Annual,4.810,89.625,200000,Paraguay,600000000,1000,No,Yes,No,96.000,0.730
PARAGUAY 6% 09.02.2036,USD,Republic of Paraguay,USP75744AN58,Sovereign,2036-09-02,BBB-,6.000,Semi-Annual,5.117,105.750,200000,Paraguay,500000000,1000,No,Yes,No,86.000,1.433
PARAGUAY 5.85% 21.08.2033,USD,Republic of Paraguay,USP75744AM75,Sovereign,2033-08-21,BBB-,5.850,Semi-Annual,4.989,104.750,200000,Paraguay,500000000,1000,No,Yes,No,74.000,1.202
PARAGUAY 4.7% 27.03.2027,USD,Republic of Paraguay,USP75744AE59,Sovereign,2027-03-27,BBB-,4.700,Semi-Annual,4.264,100.500,200000,Paraguay,97798000,1000,No,Yes,No,38.000,0.496
PARAGUAY 3.849% 28.06.2033,USD,Republic of Paraguay,USP75744AL92,Sovereign,2033-06-28,BBB-,3.850,Semi-Annual,4.873,94.375,200000,Paraguay,500600000,1000,No,Yes,No,127.000,1.358
PARAGUAY 6% 09.02.2036,USD,Republic of Paraguay,US699149AN04,Sovereign,2036-09-02,BBB-,6.000,Semi-Annual,5.201,105.286,200000,Paraguay,500000000,1000,No,Yes,No,86.000,1.433
PERU 4.125% 25.08.2027,USD,Republic of Peru,US715638BU55,Sovereign,2027-08-25,BBB-,4.130,Semi-Annual,3.923,100.375,1000,Peru,449023000,1000,No,Yes,No,70.000,0.802
PERU 1.25% 11.03.2033,EUR,Republic of Peru,XS2314020806,Sovereign,2033-11-03,BBB-,1.250,Annual,3.910,84.229,100000,Peru,825000000,1000,No,Yes,No,245.000,0.839
PERU 3% 15.01.2034,USD,Republic of Peru,US715638DU38,Sovereign,2034-01-15,BBB-,3.000,Semi-Annual,5.069,86.900,1000,Peru,2250000000,1000,No,Yes,No,110.000,0.917
PERU 2.844% 20.06.2030,USD,Republic of Peru,US715638DA73,Sovereign,2030-06-20,BBB-,2.840,Semi-Annual,4.529,93.751,1000,Peru,465675000,1000,No,Yes,No,135.000,1.067
PERU 5.375% 08.02.2035,USD,Republic of Peru,US715638EB48,Sovereign,2035-08-02,BBB-,5.380,Semi-Annual,5.178,100.967,1000,Peru,1250000000,1000,No,Yes,No,87.000,1.299
PERU 8.75% 21.11.2033,USD,Republic of Peru,US715638AP79,Sovereign,2033-11-21,BBB-,8.750,Semi-Annual,4.973,123.177,1000,Peru,2151935000,1000,No,Yes,No,164.000,3.986
PERU 2.783% 23.01.2031,USD,Republic of Peru,US715638DF60,Sovereign,2031-01-23,BBB-,2.780,Semi-Annual,4.642,92.043,1000,Peru,2799396000,1000,No,Yes,No,102.000,0.788
